InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
545589,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,3/4/2011 10:21,0.65,17001,United Kingdom
555943,23298,SPOTTY BUNTING,6,6/8/2011 10:15,4.95,13520,Switzerland
550196,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,4/15/2011 10:09,2.1,14796,United Kingdom
552825,22698,PINK REGENCY TEACUP AND SAUCER,6,5/11/2011 13:18,2.95,15296,United Kingdom
547892,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,3/28/2011 10:15,1.65,12669,France
538629,22745,POPPY'S PLAYHOUSE BEDROOM ,2,12/13/2010 13:10,2.1,17799,United Kingdom
545462,21155,RED RETROSPOT PEG BAG,10,3/3/2011 8:24,2.55,17567,United Kingdom
551982,16049,TEATIME GEL PENS ASST,36,5/5/2011 13:56,0.42,15023,United Kingdom
C554531,21494,ROTATING LEAVES T-LIGHT HOLDER,-2,5/24/2011 17:30,1.25,12463,Belgium
545337,22452,MEASURING TAPE BABUSHKA PINK,3,3/1/2011 17:28,2.95,15984,United Kingdom
554264,23087,ZINC  HEART T-LIGHT HOLDER,16,5/23/2011 12:35,1.25,15602,United Kingdom
544661,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2/22/2011 13:59,2.95,15303,United Kingdom
541258,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,1/16/2011 15:30,5.95,13634,United Kingdom
544681,21775,DECORATIVE FLORE BATHROOM BOTTLE,1,2/22/2011 16:28,2.46,,United Kingdom
547651,22289,HANGING METAL CHICKEN DECORATION,1,3/24/2011 12:11,1.25,16904,United Kingdom
540477,84819,DANISH ROSE ROUND SEWING BOX,16,1/7/2011 14:49,0.85,13233,United Kingdom
539014,22492,MINI PAINT SET VINTAGE ,36,12/15/2010 13:37,0.65,17692,United Kingdom
537237,22163,HEART STRING MEMO HOLDER HANGING,1,12/6/2010 9:58,3.36,,United Kingdom
538069,22601,CHRISTMAS RETROSPOT ANGEL WOOD,2,12/9/2010 14:08,0.85,16795,United Kingdom
558100,20685,DOORMAT RED RETROSPOT,1,6/26/2011 13:46,7.95,17768,United Kingdom
541104,35810A,ENAMEL PINK COFFEE CONTAINER,2,1/13/2011 14:29,4.13,,United Kingdom
542617,21161,KEEP OUT BOYS DOOR HANGER ,3,1/30/2011 15:48,1.45,17463,United Kingdom
550500,85093,CANDY SPOT EGG WARMER HARE,11,4/18/2011 15:26,0.83,,United Kingdom
550314,22499,WOODEN UNION JACK BUNTING,2,4/17/2011 11:30,5.95,16905,United Kingdom
544777,85188A,GREEN METAL SWINGING BUNNY,4,2/23/2011 12:00,0.85,15311,United Kingdom
552229,21051,RIBBONS PURSE ,1,5/6/2011 15:40,4.13,,United Kingdom
540179,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,1/5/2011 12:54,6.35,16033,United Kingdom
543461,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2/8/2011 13:35,4.96,,United Kingdom
536617,79302M,"ART LIGHTS,FUNK MONKEY",20,12/2/2010 10:17,2.55,13941,United Kingdom
541847,21217,RED RETROSPOT ROUND CAKE TINS,2,1/23/2011 13:25,9.95,15443,United Kingdom
558475,90197B,BLACK GLASS BRACELET W HEART CHARMS,1,6/29/2011 15:58,4.98,,United Kingdom
543826,85131B,BEADED CRYSTAL HEART GREEN ON STICK,2,2/14/2011 9:41,0.83,,United Kingdom
544186,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2/16/2011 15:55,4.13,,United Kingdom
C548972,22423,REGENCY CAKESTAND 3 TIER,-3,4/5/2011 11:42,12.75,15674,United Kingdom
547250,79000,MOROCCAN TEA GLASS,150,3/22/2011 9:30,1.65,,United Kingdom
541971,20676,RED RETROSPOT BOWL,1,1/24/2011 13:48,2.46,,United Kingdom
545188,22426,ENAMEL WASH BOWL CREAM,2,2/28/2011 15:19,3.75,14056,United Kingdom
549569,22148,EASTER CRAFT 4 CHICKS ,2,4/10/2011 15:15,1.95,15547,United Kingdom
548916,22920,HERB MARKER BASIL,12,4/5/2011 10:07,0.65,14849,United Kingdom
551010,20619,TROPICAL PASSPORT COVER ,1,4/26/2011 9:52,4.13,,United Kingdom
557248,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,6/17/2011 15:22,2.55,14491,United Kingdom
539106,22962,JAM JAR WITH PINK LID,72,12/16/2010 10:51,0.72,16705,United Kingdom
543094,84580,MOUSE TOY WITH PINK T-SHIRT,2,2/3/2011 11:28,3.75,16030,United Kingdom
547078,10135,COLOURING PENCILS BROWN TUBE,20,3/20/2011 14:41,1.25,14408,United Kingdom
C557411,23110,PARISIENNE KEY CABINET ,-2,6/20/2011 11:37,5.75,13343,United Kingdom
547386,DOT,DOTCOM POSTAGE,1,3/22/2011 15:52,131.22,,United Kingdom
537781,21625,VINTAGE UNION JACK APRON,1,12/8/2010 12:46,6.95,17341,United Kingdom
543235,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,4,2/4/2011 13:30,1.25,14462,United Kingdom
552007,21394,RED POLKADOT BEAKER ,48,5/5/2011 16:56,0.39,13269,United Kingdom
539437,22424,ENAMEL BREAD BIN CREAM,1,12/17/2010 14:54,10.85,,United Kingdom
541406,84459B,YELLOW METAL CHICKEN HEART ,3,1/17/2011 15:19,1.49,14657,United Kingdom
538313,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,12/10/2010 13:50,1.25,15514,United Kingdom
545914,23127,DOLLCRAFT GIRL NICOLE,4,3/8/2011 11:39,4.95,13340,United Kingdom
539502,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2,12/20/2010 11:14,4.95,14099,United Kingdom
543983,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2/15/2011 9:20,1.25,16979,United Kingdom
543264,82600,NO SINGING METAL SIGN,5,2/4/2011 16:34,2.1,13069,United Kingdom
539436,85227,SET OF 6 3D KIT CARDS FOR KIDS,2,12/17/2010 14:49,1.66,,United Kingdom
557973,22697,GREEN REGENCY TEACUP AND SAUCER,6,6/24/2011 10:26,2.95,12955,United Kingdom
548808,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,5,4/4/2011 12:55,2.55,17774,United Kingdom
551739,21865,PINK UNION JACK  PASSPORT COVER ,1,5/4/2011 10:58,2.1,18118,United Kingdom
558628,23203,JUMBO BAG DOILEY PATTERNS,10,6/30/2011 17:59,2.08,12626,Germany
539351,22386,JUMBO BAG PINK POLKADOT,10,12/17/2010 11:23,1.95,12551,Spain
C547808,21257,VICTORIAN SEWING BOX MEDIUM,-1,3/25/2011 13:42,7.95,13014,United Kingdom
543978,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2/14/2011 15:37,2.1,12867,United Kingdom
548550,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/1/2011 8:22,2.95,18161,United Kingdom
546552,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,3/15/2011 8:18,1.25,13082,United Kingdom
542783,21690,,4,2/1/2011 10:02,0,,United Kingdom
556056,22917,HERB MARKER ROSEMARY,1,6/8/2011 13:35,0.65,17841,United Kingdom
544568,21498,RED RETROSPOT WRAP ,25,2/21/2011 12:54,0.42,15065,United Kingdom
545419,22029,SPACEBOY BIRTHDAY CARD,12,3/2/2011 14:16,0.42,15104,United Kingdom
551902,21078,SET/20 STRAWBERRY PAPER NAPKINS ,24,5/5/2011 10:49,0.85,17512,United Kingdom
544598,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,1,2/21/2011 18:10,12.46,,United Kingdom
544329,21914,BLUE HARMONICA IN BOX ,12,2/17/2011 16:43,1.25,17288,United Kingdom
548165,22668,PINK BABY BUNTING,1,3/29/2011 13:44,5.79,,United Kingdom
548614,22725,ALARM CLOCK BAKELIKE CHOCOLATE,2,4/1/2011 11:47,3.75,14419,United Kingdom
544806,22469,HEART OF WICKER SMALL,12,2/23/2011 14:50,1.65,15932,United Kingdom
544336,22069,BROWN  PIRATE TREASURE CHEST ,2,2/17/2011 19:36,1.65,13230,United Kingdom
557776,22919,HERB MARKER MINT,12,6/22/2011 15:07,0.65,14422,United Kingdom
536551,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,12/1/2010 14:34,2.95,17346,United Kingdom
555570,21634,ASSORTED MINI MADRAS NOTEBOOK,24,6/5/2011 15:36,1.25,15152,United Kingdom
550712,22977,DOLLY GIRL CHILDRENS EGG CUP,12,4/20/2011 11:06,1.25,15159,United Kingdom
539240,84916,HAND TOWEL PALE BLUE W FLOWERS,10,12/16/2010 13:15,1.25,15194,United Kingdom
540154,46776B,WOVEN BERRIES CUSHION COVER ,1,1/5/2011 11:30,4.21,,United Kingdom
551340,20803,SMALL PINK GLASS SUNDAE DISH,1,4/27/2011 17:23,3.29,,United Kingdom
537693,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,12/8/2010 10:45,3.75,12441,France
557858,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,6/23/2011 11:51,2.95,14159,United Kingdom
537421,22570,FELTCRAFT CUSHION RABBIT,2,12/6/2010 15:25,3.75,17218,United Kingdom
546771,85059,FRENCH ENAMEL WATER BASIN,2,3/16/2011 15:19,3.75,17515,United Kingdom
553660,84875B,GREEN SQUARE COMPACT MIRROR,24,5/18/2011 11:58,1.25,14620,United Kingdom
556915,21391,FRENCH LAVENDER SCENT HEART,1,6/15/2011 13:35,0.75,15036,United Kingdom
552560,84692,BOX OF 24 COCKTAIL PARASOLS,25,5/10/2011 11:48,0.42,17581,United Kingdom
C537039,85175,CACTI T-LIGHT CANDLES,-1,12/5/2010 10:25,0.42,15708,United Kingdom
552188,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,5/6/2011 14:01,1.65,12394,Belgium
551010,20674,GREEN POLKADOT BOWL,1,4/26/2011 9:52,2.46,,United Kingdom
543777,22224,WHITE LOVEBIRD LANTERN,1,2/11/2011 16:20,2.95,15406,United Kingdom
544295,22674,FRENCH TOILET SIGN BLUE METAL,12,2/17/2011 12:43,1.06,14298,United Kingdom
557468,22970,LONDON BUS COFFEE MUG,3,6/20/2011 13:14,2.55,16713,United Kingdom
554954,23207,LUNCH BAG ALPHABET DESIGN,10,5/27/2011 14:50,1.65,14227,United Kingdom
537388,20725,LUNCH BAG RED RETROSPOT,20,12/6/2010 13:35,1.65,17682,United Kingdom
556813,22637,PIGGY BANK RETROSPOT ,1,6/14/2011 17:28,4.96,,United Kingdom
548203,22680,FRENCH BLUE METAL DOOR SIGN 5,17,3/29/2011 16:40,2.95,,United Kingdom
544065,20728,LUNCH BAG CARS BLUE,10,2/15/2011 13:52,1.65,14346,United Kingdom
558437,21232,STRAWBERRY CERAMIC TRINKET BOX,4,6/29/2011 12:46,1.25,17799,United Kingdom
545031,22518,CHILDS GARDEN BRUSH BLUE,6,2/25/2011 15:35,2.1,15990,United Kingdom
553539,M,Manual,1,5/17/2011 15:27,465.87,,United Kingdom
549646,22969,HOMEMADE JAM SCENTED CANDLES,12,4/11/2011 11:51,1.45,12982,United Kingdom
544074,22745,POPPY'S PLAYHOUSE BEDROOM ,2,2/15/2011 14:49,2.1,14156,EIRE
540260,22984,CARD GINGHAM ROSE ,12,1/6/2011 9:40,0.42,13097,United Kingdom
557884,22207,FRYING PAN UNION FLAG,1,6/23/2011 13:35,4.25,17759,United Kingdom
557006,22356,CHARLOTTE BAG PINK POLKADOT,20,6/16/2011 11:29,0.85,14282,United Kingdom
537231,22633,HAND WARMER UNION JACK,12,12/6/2010 9:21,2.1,13652,United Kingdom
553421,23127,FELTCRAFT GIRL NICOLE KIT,4,5/17/2011 10:23,4.95,16139,United Kingdom
545702,22464,HANGING METAL HEART LANTERN,3,3/6/2011 15:21,1.65,14247,United Kingdom
544087,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2,2/15/2011 17:02,0.85,17530,United Kingdom
556471,23226,FILIGREE HEART DAISY WHITE,8,6/12/2011 11:47,1.25,16466,United Kingdom
556468,23284,DOORMAT KEEP CALM AND COME IN,3,6/12/2011 11:26,7.95,14878,United Kingdom
544676,23002,TRAVEL CARD WALLET SKULLS,2,2/22/2011 16:03,0.42,17841,United Kingdom
540023,20676,RED RETROSPOT BOWL,3,1/4/2011 12:58,1.25,15039,United Kingdom
542578,21671,RED SPOT CERAMIC DRAWER KNOB,12,1/28/2011 14:57,1.25,13709,United Kingdom
537240,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,12/6/2010 10:08,11.02,,United Kingdom
552837,22713,CARD I LOVE LONDON ,12,5/11/2011 14:24,0.42,12901,United Kingdom
554310,20735,BLACK MINI TAPE MEASURE ,1,5/23/2011 15:25,0.83,,United Kingdom
557221,22585,PACK OF 6 BIRDY GIFT TAGS,1,6/17/2011 13:01,1.25,16869,United Kingdom
550978,22197,SMALL POPCORN HOLDER,12,4/21/2011 17:31,0.85,13983,United Kingdom
555324,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1,6/2/2011 11:02,2.46,,United Kingdom
544282,21162,TOXIC AREA  DOOR HANGER ,12,2/17/2011 12:24,1.45,17865,United Kingdom
540968,21733,RED HANGING HEART T-LIGHT HOLDER,6,1/12/2011 13:40,2.95,17338,United Kingdom
542998,84993a,75 GREEN PETIT FOUR CASES,1,2/2/2011 12:16,0.83,,United Kingdom
552064,21531,RED RETROSPOT SUGAR JAM BOWL,1,5/6/2011 11:05,2.55,15874,United Kingdom
544893,23002,TRAVEL CARD WALLET SKULLS,24,2/24/2011 12:01,0.42,17865,United Kingdom
557645,46776A,WOVEN BUBBLE GUM CUSHION COVER,1,6/21/2011 17:08,4.13,,United Kingdom
545232,22030,SWALLOWS GREETING CARD,12,3/1/2011 10:19,0.42,15676,United Kingdom
555245,23193,BUFFALO BILL TREASURE BOOK BOX,1,6/1/2011 14:12,2.25,14800,United Kingdom
537826,22197,SMALL POPCORN HOLDER,5,12/8/2010 14:38,0.85,15581,United Kingdom
547070,21926,RED/CREAM STRIPE CUSHION COVER ,5,3/20/2011 13:58,1.25,16115,United Kingdom
C546989,AMAZONFEE,AMAZON FEE,-1,3/18/2011 12:59,5225.03,,United Kingdom
548308,23127,FELTCRAFT GIRL NICOLE KIT,1,3/30/2011 12:00,4.95,17220,United Kingdom
538184,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,12/10/2010 10:21,1.49,17880,United Kingdom
538371,22568,FELTCRAFT CUSHION OWL,1,12/12/2010 11:07,3.75,15570,United Kingdom
548621,22982,PANTRY PASTRY BRUSH,2,4/1/2011 11:54,1.25,16960,United Kingdom
541497,20963,APPLE BATH SPONGE,1,1/18/2011 15:19,2.46,,United Kingdom
539456,21055,TOOL BOX SOFT TOY ,1,12/17/2010 17:23,8.95,16885,United Kingdom
548160,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,24,3/29/2011 13:33,0.85,16253,United Kingdom
552004,21654,RIDGED GLASS FINGER BOWL,36,5/5/2011 16:31,0.39,17522,United Kingdom
538843,22654,DELUXE SEWING KIT ,2,12/14/2010 13:18,5.95,16033,United Kingdom
544770,22570,FELTCRAFT CUSHION RABBIT,1,2/23/2011 11:11,7.46,,United Kingdom
558614,22280,POCKET BAG PINK PAISELY BROWN SPOT,5,6/30/2011 15:56,0.83,,United Kingdom
538187,22766,PHOTO FRAME CORNICE,8,12/10/2010 10:27,2.95,16499,United Kingdom
543713,21930,JUMBO STORAGE BAG SKULLS,2,2/11/2011 11:46,4.96,,United Kingdom
539631,20775,DAISY NOTEBOOK ,6,12/20/2010 15:03,3.36,,United Kingdom
538866,62094B,TURQ ICE CREAM BUM BAG ,1,12/14/2010 14:40,2.55,17841,United Kingdom
540821,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,1/11/2011 13:16,5.91,,United Kingdom
542515,35607A,,1,1/28/2011 12:08,0,,United Kingdom
549240,22264,FELT FARM ANIMAL WHITE BUNNY ,2,4/7/2011 11:37,0.85,15910,United Kingdom
537666,22573,STAR WOODEN CHRISTMAS DECORATION,4,12/7/2010 18:36,1.66,,United Kingdom
544067,20761,BLUE PAISLEY SKETCHBOOK,3,2/15/2011 14:02,3.75,16431,United Kingdom
550332,85202,HANGING WOOD AND FELT HEART,1,4/17/2011 13:53,0.42,13474,United Kingdom
552703,21904,HOUSE WRECKING METAL SIGN ,1,5/10/2011 16:00,2.1,14462,United Kingdom
543802,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,2/13/2011 12:03,1.25,13742,United Kingdom
540157,21669,BLUE STRIPE CERAMIC DRAWER KNOB,1,1/5/2011 11:41,1.25,15311,United Kingdom
557026,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,6/16/2011 13:14,1.45,16571,United Kingdom
C540417,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,-24,1/7/2011 10:56,3.75,13680,United Kingdom
550325,22487,WHITE WOOD GARDEN PLANT LADDER,1,4/17/2011 13:04,9.95,15745,United Kingdom
542893,22470,HEART OF WICKER LARGE,6,2/1/2011 13:36,2.95,18202,United Kingdom
546781,22607,WOODEN ROUNDERS GARDEN SET ,2,3/17/2011 9:03,9.95,12955,United Kingdom
541871,20685,DOORMAT RED RETROSPOT,3,1/24/2011 9:41,7.46,,United Kingdom
555415,22427,ENAMEL FLOWER JUG CREAM,12,6/3/2011 10:08,5.45,14500,United Kingdom
544089,21832,CHOCOLATE CALCULATOR,1,2/15/2011 17:51,3.29,,United Kingdom
537399,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,12/6/2010 14:31,1.95,13030,United Kingdom
555851,22204,MILK PAN BLUE POLKADOT,1,6/7/2011 13:37,3.75,13050,United Kingdom
552269,84978,HANGING HEART JAR T-LIGHT HOLDER,4,5/8/2011 11:52,1.25,16121,United Kingdom
547028,21314,SMALL GLASS HEART TRINKET POT,8,3/20/2011 10:13,2.1,13593,United Kingdom
551995,22714,CARD BIRTHDAY COWBOY,2,5/5/2011 15:42,0.83,,United Kingdom
553752,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,6,5/19/2011 10:20,2.95,14896,United Kingdom
541696,90161C,ANT COPPER LIME BOUDICCA BRACELET,1,1/20/2011 18:08,4.98,,United Kingdom
C540845,22970,LONDON BUS COFFEE MUG,-4,1/11/2011 16:57,2.1,16191,United Kingdom
558319,22629,SPACEBOY LUNCH BOX ,1,6/28/2011 11:53,2.46,,United Kingdom
552042,21199,PINK  HEART CONFETTI IN TUBE,12,5/6/2011 9:00,1.65,13952,United Kingdom
558613,23176,ABC TREASURE BOOK BOX ,8,6/30/2011 15:46,2.25,14911,EIRE
547520,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,4,3/23/2011 14:55,4.95,12564,France
546375,85096,,48,3/11/2011 12:07,0,,United Kingdom
536592,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,12/1/2010 17:06,0.85,,United Kingdom
554054,22467,GUMBALL COAT RACK,1,5/20/2011 15:29,4.96,,United Kingdom
539436,84917,WHITE HAND TOWEL WITH BUTTERFLY,1,12/17/2010 14:49,4.21,,United Kingdom
555855,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,6/7/2011 13:56,2.95,15311,United Kingdom
556032,21621,VINTAGE UNION JACK BUNTING,2,6/8/2011 12:35,8.5,15159,United Kingdom
543190,22149,FELTCRAFT 6 FLOWER FRIENDS,5,2/4/2011 11:52,2.1,17226,United Kingdom
541219,22147,FELTCRAFT BUTTERFLY HEARTS,1,1/14/2011 14:06,3.29,,United Kingdom
546850,21179,NO JUNK MAIL METAL SIGN,5,3/17/2011 13:20,1.25,13268,United Kingdom
544837,21519,GIN & TONIC DIET GREETING CARD ,12,2/24/2011 10:29,0.42,15910,United Kingdom
558115,23252,VINTAGE RED ENAMEL TRIM JUG ,4,6/27/2011 8:50,3.75,16003,United Kingdom
537240,21642,ASSORTED TUTTI FRUTTI PEN,1,12/6/2010 10:08,1.66,,United Kingdom
553046,21931,JUMBO STORAGE BAG SUKI,10,5/13/2011 9:37,2.08,13534,United Kingdom
547937,21270,ANTIQUE CREAM CUTLERY CUPBOARD,1,3/28/2011 14:27,12.75,15068,United Kingdom
540821,35648,VINTAGE BEAD PINK PURSE ,4,1/11/2011 13:16,1.66,,United Kingdom
537144,22865,HAND WARMER OWL DESIGN,3,12/5/2010 13:00,2.1,15880,United Kingdom
543470,84692,BOX OF 24 COCKTAIL PARASOLS,25,2/8/2011 14:58,0.42,16951,United Kingdom
544684,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,2/22/2011 16:32,5.79,,United Kingdom
556892,23079, TOADSTOOL BEDSIDE LIGHT ,2,6/15/2011 12:50,8.95,17581,United Kingdom
545338,23182,TOILET SIGN OCCUPIED OR VACANT,4,3/1/2011 17:32,0.83,17449,United Kingdom
547398,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,3/22/2011 16:55,4.96,,United Kingdom
551268,90160D,PINK BOUDICCA LARGE BRACELET,1,4/27/2011 12:08,6.95,16965,United Kingdom
548702,22487,WHITE WOOD GARDEN PLANT LADDER,1,4/3/2011 11:36,9.95,17085,United Kingdom
556330,22819,"BIRTHDAY CARD, RETRO SPOT",12,6/10/2011 11:29,0.42,17797,United Kingdom
554557,23161,REGENCY CAKE FORK,12,5/25/2011 10:12,1.25,15804,United Kingdom
545475,22838,3 TIER CAKE TIN RED AND CREAM,20,3/3/2011 10:59,14.95,12415,Australia
552694,22699,ROSES REGENCY TEACUP AND SAUCER ,6,5/10/2011 15:25,2.95,12749,United Kingdom
550499,82583,HOT BATHS METAL SIGN,1,4/18/2011 15:16,4.13,,United Kingdom
540353,22425,ENAMEL COLANDER CREAM,1,1/6/2011 14:53,4.95,13764,United Kingdom
547684,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,3/24/2011 14:46,1.95,12408,Belgium
537638,22817,CARD SUKI BIRTHDAY,1,12/7/2010 15:28,0.85,,United Kingdom
C550966,22841,ROUND CAKE TIN VINTAGE GREEN,-1,4/21/2011 16:57,7.95,17663,United Kingdom
543800,20979,36 PENCILS TUBE RED RETROSPOT,2,2/13/2011 11:36,1.25,17282,United Kingdom
536836,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,12/2/2010 18:08,9.95,18168,United Kingdom
539434,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,12/17/2010 14:41,0.43,,United Kingdom
554096,21718,RED METAL BEACH SPADE ,24,5/22/2011 12:51,1.25,14921,United Kingdom
545460,85053,FRENCH ENAMEL CANDLEHOLDER,1,3/2/2011 17:33,2.1,13230,United Kingdom
541850,22988,SOLDIERS EGG CUP ,8,1/23/2011 13:58,1.25,14224,United Kingdom
542393,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,1/27/2011 15:02,3.95,18125,United Kingdom
541497,84912B,GREEN ROSE WASHBAG,1,1/18/2011 15:19,3.29,,United Kingdom
549524,85094,CANDY SPOT EGG WARMER RABBIT,1,4/8/2011 15:42,0.83,,United Kingdom
549345,20748,,12,4/8/2011 11:10,0,,United Kingdom
536975,22049,WRAP CHRISTMAS SCREEN PRINT,50,12/3/2010 14:04,0.42,14911,EIRE
554917,23078,ICE CREAM PEN LIP GLOSS ,24,5/27/2011 12:29,1.25,15104,United Kingdom
558501,16161P,WRAP ENGLISH ROSE ,25,6/30/2011 10:19,0.42,13871,United Kingdom
542895,22912,YELLOW COAT RACK PARIS FASHION,1,2/1/2011 13:47,4.95,14549,United Kingdom
547651,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",1,3/24/2011 12:11,1.25,16904,United Kingdom
538174,16235,RECYCLED PENCIL WITH RABBIT ERASER,60,12/10/2010 9:35,0.21,12471,Germany
537764,22469,HEART OF WICKER SMALL,3,12/8/2010 12:06,1.65,16893,United Kingdom
547063,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,3/20/2011 13:33,9.95,14769,United Kingdom
551775,22926,IVORY GIANT GARDEN THERMOMETER,2,5/4/2011 11:21,5.95,12886,United Kingdom
548739,21175,GIN + TONIC DIET METAL SIGN,2,4/4/2011 11:28,2.55,15493,United Kingdom
550490,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,4/18/2011 14:32,7.95,17054,United Kingdom
556461,37450,CERAMIC CAKE BOWL + HANGING CAKES,18,6/12/2011 10:15,2.55,13798,United Kingdom
554030,22026,BANQUET BIRTHDAY  CARD  ,12,5/20/2011 13:56,0.42,16497,United Kingdom
555632,20711,JUMBO BAG TOYS ,100,6/6/2011 12:16,1.79,13798,United Kingdom
544677,22281,EASTER TREE YELLOW BIRDS,2,2/22/2011 16:13,5.95,18196,United Kingdom
553088,21745,GAOLERS KEYS DECORATIVE GARDEN ,3,5/13/2011 11:53,3.75,16180,United Kingdom
547652,22079,RIBBON REEL HEARTS DESIGN ,1,3/24/2011 12:15,1.65,14606,United Kingdom
555536,22681,FRENCH BLUE METAL DOOR SIGN 6,10,6/5/2011 12:28,1.25,17675,United Kingdom
545461,22383,LUNCH BAG SUKI DESIGN ,10,3/3/2011 8:24,1.65,14388,United Kingdom
550829,47480,HANGING PHOTO CLIP ROPE LADDER,5,4/21/2011 10:19,1.65,17841,United Kingdom
536604,22457,NATURAL SLATE HEART CHALKBOARD ,6,12/2/2010 8:43,2.95,14741,United Kingdom
555502,23145,ZINC T-LIGHT HOLDER STAR LARGE,2,6/3/2011 15:37,0.95,,United Kingdom
553896,22766,PHOTO FRAME CORNICE,8,5/19/2011 17:22,2.95,13887,United Kingdom
544315,21086,SET/6 RED SPOTTY PAPER CUPS,2,2/17/2011 14:42,0.65,12748,United Kingdom
541497,90161C,ANT COPPER LIME BOUDICCA BRACELET,2,1/18/2011 15:19,4.98,,United Kingdom
543355,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1,2/7/2011 13:50,3.75,16033,United Kingdom
548796,22937,BAKING MOULD CHOCOLATE CUPCAKES,1,4/4/2011 12:42,2.55,15752,United Kingdom
547385,22432,WATERING CAN PINK BUNNY,1,3/22/2011 15:48,4.13,,United Kingdom
543909,20963,APPLE BATH SPONGE,1,2/14/2011 12:32,2.46,,United Kingdom
557276,21422,PORCELAIN ROSE SMALL,4,6/19/2011 12:05,0.85,16931,United Kingdom
542303,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,1/27/2011 11:05,2.55,12539,Spain
555524,22697,GREEN REGENCY TEACUP AND SAUCER,1,6/5/2011 11:37,2.95,16923,United Kingdom
536676,21563,RED HEART SHAPE LOVE BUCKET ,6,12/2/2010 12:18,2.95,16752,United Kingdom
545980,21591,COSY HOUR CIGAR BOX MATCHES ,1,3/8/2011 12:49,1.25,14730,United Kingdom
537899,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1488,12/9/2010 10:44,2.55,12755,Japan
542001,21879,HEARTS GIFT TAPE,96,1/25/2011 10:56,0.19,14298,United Kingdom
539094,22569,FELTCRAFT CUSHION BUTTERFLY,4,12/16/2010 10:12,3.75,13021,United Kingdom
539991,21616,4 PEAR BOTANICAL DINNER CANDLES,1,12/23/2010 16:49,1.25,,United Kingdom
558388,21136,PAINTED METAL PEARS ASSORTED,8,6/29/2011 10:00,1.69,,EIRE
554709,23199,JUMBO BAG APPLES,200,5/26/2011 10:35,1.79,15769,United Kingdom
543010,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2/2/2011 13:16,2.95,18250,United Kingdom
555420,22382,LUNCH BAG SPACEBOY DESIGN ,10,6/3/2011 10:29,1.65,13458,United Kingdom
545035,20725,LUNCH BAG RED RETROSPOT,10,2/25/2011 17:03,1.65,15078,United Kingdom
544692,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2/23/2011 9:14,5.95,17499,United Kingdom
